"","Taxon","site_code","mean.before.control.0","mean.before.drought.0","mean.after.control.0","mean.after.drought.0","drought.after.before","control.after.before","cover.change","leafN.mg.g","height.m","rootN.mg.g","SLA_m2.kg","root.depth_m","RTD.g.cm3","SRL_m.g","rootDiam.mm","local_lifeform","local_lifespan","functional_group"
"19","AGROSTIS CANINA","lygraint.no",1,1,1,1,0,0,0,20.86288625,0.4223,9.3,33.1583154,0.254,NA,NA,0.15,"GRASS","NULL","GRASS"
"20","AGROSTIS CAPILLARIS","lygraint.no",2,1,1,1,0,-1,1,27.65006595,0.393022873,8.907142857,29.44748071,0.3048,0.230872486,141.2639378,0.128571429,"GRASS","PERENNIAL","GRASS"
"21","AGROSTIS MONTEVIDENSIS","marcdrt.ar",20,25,8,5.5,-19.5,-12,-7.5,NA,0.229358974,NA,12,NA,NA,NA,NA,"FORB","PERENNIAL","GRASS"
"22","AGROSTIS RUPESTRIS","passogavia.it",1.54,0.8,2.5,1.7,0.9,0.96,-0.06,17,0.035,NA,15.5,NA,NA,NA,NA,"GRASS","PERENNIAL","GRASS"
"23","AGROSTIS SCABRA","kernb.ca",3.5,2.33333333333333,3,1.33333333333333,-1,-0.5,-0.5,8.00326776,0.274,12.3048825,9.409573332,0.3048,0.2,109,0.21,"GRASS","PERENNIAL","GRASS"
"24","AGROSTIS SCABRA","mattheis.ca",3.5,3,5,3,0,1.5,-1.5,8.00326776,0.274,12.3048825,9.409573332,0.3048,0.2,109,0.21,"GRASS","PERENNIAL","GRASS"
"25","AIRA CARYOPHYLLEA","cowidrt.ca",2,0,1,0,0,-1,1,19.9,0.155,NA,21.08,NA,NA,NA,0.21,"GRASS","ANNUAL","GRASS"
"26","AIRA ELEGANTISSIMA","jilpanger.au",0.75,0.5,0.625,0.5,0,-0.125,0.125,NA,0.45,NA,25.838354,0.066,NA,NA,0.228,"GRASS","ANNUAL","GRASS"
"27","ALCHEMILLA PENTAPHYLLEA","passogavia.it",32.6,48.6,35,53.8,5.2,2.4,2.8,37,0.07,NA,21,NA,NA,NA,NA,"FORB","PERENNIAL","FORB"
"28","ALLIONIA INCARNATA","sevblack.us",1.5,0,9,0,0,7.5,-7.5,NA,0.4,NA,21.88917424,0.4,NA,10.31,0.665,"FORB","PERENNIAL","FORB"
"29","ALLIUM ACUMINATUM","oreaa.us",0.5,0,0,1,1,-0.5,1.5,NA,0.3048,NA,8.45,0.1524,NA,NA,NA,"FORB","PERENNIAL","FORB"
"30","ALLIUM CERNUUM","brookdale.ca",5,0,1,0,0,-4,4,45.1745,NA,NA,6.843,NA,NA,NA,NA,"FORB","PERENNIAL","FORB"
"31","AMBROSIA PSILOSTACHYA","konzadrt.us",6.6,13,21.6,11.8,-1.2,15,-16.2,23.246,0.4385,12.9,15.82842,0.99,0.37,72.86943333,0.44,"FORB","PERENNIAL","FORB"
"32","AMBROSIA TENUIFOLIA","marcdrt.ar",18.25,6.25,1.33333333333333,1,-5.25,-16.9166666666667,11.6666666666667,18.2,NA,NA,9.366271504,0.6096,NA,NA,NA,"FORB","PERENNIAL","FORB"
"33","AMORPHA CANESCENS","cedarsav.us",9.5,9.33333333333333,2.33333333333333,6.75,-2.58333333333333,-7.16666666666667,4.58333333333333,22.25861206,0.446,27.18327333,13.80561828,0.508,0.59,45.95532256,0.19,"FORB","PERENNIAL","LEGUME"
"34","AMORPHA CANESCENS","cedartrait.us",6.16666666666667,2.5,3,0,-2.5,-3.16666666666667,0.666666666666666,22.25861206,0.446,27.18327333,13.80561828,0.508,0.59,45.95532256,0.19,"FORB","PERENNIAL","LEGUME"
"35","AMPHICARPAEA BRACTEATA","cedarsav.us",3,0,1,0,0,-2,2,23.5625,0.1525,NA,31.34796238,NA,NA,NA,NA,"FORB","ANNUAL","LEGUME"
"36","ANAGALLIS ARVENSIS","scruzh.us",2.3255814,0,4.516493875,5.6818182,5.6818182,2.190912475,3.490905725,25,0.187,NA,28.34396552,0.315,NA,NA,NA,"FORB","ANNUAL","FORB"
"37","ANDROPOGON GERARDII","cedartrait.us",13,5,17,6.4,1.4,4,-2.6,11.43191184,1.43,14.4,7.475763032,0.508,0.2,65.1,0.7,"GRASS","PERENNIAL","GRASS"
"38","ANDROPOGON GERARDII","cedarsav.us",7.66666666666667,9.75,17.1428571428571,8.8,-0.949999999999999,9.47619047619047,-10.4261904761905,11.43191184,1.43,14.4,7.475763032,0.508,0.2,65.1,0.7,"GRASS","PERENNIAL","GRASS"
"39","ANDROPOGON GERARDII","brookdale.ca",19.833333334,9,2.875,2.611111111,-6.388888889,-16.958333334,10.569444445,11.43191184,1.43,14.4,7.475763032,0.508,0.2,65.1,0.7,"GRASS","PERENNIAL","GRASS"
"40","ANDROPOGON GERARDII","konzadrt.us",43.2,41,50,53.6,12.6,6.8,5.8,11.43191184,1.43,14.4,7.475763032,0.508,0.2,65.1,0.7,"GRASS","PERENNIAL","GRASS"
"41","ANDROPOGON GERARDII","purdue.us",27.375,27.375,18.75,26.6666666666667,-0.708333333333332,-8.625,7.91666666666667,11.43191184,1.43,14.4,7.475763032,0.508,0.2,65.1,0.7,"GRASS","PERENNIAL","GRASS"
"42","ANDROSACE SEPTENTRIONALIS","kernb.ca",0.5,0.5,0.5,0.5,0,0,0,19.4925,0.011,12.29704857,30.84123333,0.1,NA,79.99696667,NA,"FORB","ANNUAL","FORB"
"43","ANEMONE PATENS","kernb.ca",1.25,0,0.75,0,0,-0.5,0.5,NA,0.20625,NA,24.26984405,0.762222222,0.359426374,33.15708162,NA,"FORB","PERENNIAL","FORB"
"44","ANTHOXANTHUM ODORATUM","teshio.jp",12.9,12.75,16.6666666666667,14.5,1.75,3.76666666666667,-2.01666666666667,23.59023243,0.383753535,8.005555556,24.91123988,0.155,0.107066623,344.3025853,0.111111111,"GRASS","PERENNIAL","GRASS"
"45","ANTHOXANTHUM ODORATUM","cowidrt.ca",8.5,7.2,3.33333333333333,3.4,-3.8,-5.16666666666667,1.36666666666667,23.59023243,0.383753535,8.005555556,24.91123988,0.155,0.107066623,344.3025853,0.111111111,"GRASS","PERENNIAL","GRASS"
"46","ANTHOXANTHUM ODORATUM","lygraint.no",1,1,1,0,-1,0,-1,23.59023243,0.383753535,8.005555556,24.91123988,0.155,0.107066623,344.3025853,0.111111111,"GRASS","PERENNIAL","GRASS"
"47","ANTHOXANTHUM ODORATUM","elvadrt.ee",1.66666666666667,7.66666666666667,1.33333333333333,1.5,-6.16666666666667,-0.333333333333333,-5.83333333333333,23.59023243,0.383753535,8.005555556,24.91123988,0.155,0.107066623,344.3025853,0.111111111,"GRASS","PERENNIAL","GRASS"
"48","ANTHOXANTHUM ODORATUM","rhijn.nl",6.66666666666667,6.66666666666667,8.75,0,-6.66666666666667,2.08333333333333,-8.75,23.59023243,0.383753535,8.005555556,24.91123988,0.155,0.107066623,344.3025853,0.111111111,"GRASS","PERENNIAL","GRASS"
"49","ANTHOXANTHUM ODORATUM","passogavia.it",0.01,0,0.1,0,0,0.09,-0.09,23.59023243,0.383753535,8.005555556,24.91123988,0.155,0.107066623,344.3025853,0.111111111,"GRASS","PERENNIAL","GRASS"
"50","ANTHYLLIS VULNERARIA","allmendb.ch",0.75,0,0.75,0,0,0,0,32.33118574,0.2845,19.6042,18.21819656,1.7,0.22014466,149.3012403,0.25,"FORB","PERENNIAL","LEGUME"
"51","ANTHYLLIS VULNERARIA","allmendo.ch",1,2.16666666666667,0.875,1.5,-0.666666666666667,-0.125,-0.541666666666667,32.33118574,0.2845,19.6042,18.21819656,1.7,0.22014466,149.3012403,0.25,"FORB","PERENNIAL","LEGUME"
"52","APERA SPICA-VENTI","baddrt.de",1.775,7,4.7625,9.36666666666667,2.36666666666667,2.9875,-0.620833333333333,NA,0.775,NA,19.13333333,0.66,NA,193.8,NA,"GRASS","ANNUAL","GRASS"
"53","ARENARIA SERPYLLIFOLIA","kiskun.hu",0.505,0,0.01,0.01,0.01,-0.495,0.505,12,0.075,13.275,23.7,0.21,0.067,627.505,0.207422972,"FORB","ANNUAL","FORB"
"54","ARISTIDA CONTORTA","credom.au",0,5,0,0.5,-4.5,0,-4.5,10.79897,0.3,NA,9.37,NA,NA,NA,NA,"GRASS","NULL","GRASS"
"55","ARISTIDA HOLATHERA","ethadb.au",2.75,1.5,14.5,3,1.5,11.75,-10.25,8.4875,0.7,2.975,5.62,NA,0.745,NA,0.375,"GRASS","ANNUAL","GRASS"
"56","ARISTIDA HOLATHERA","ethadn.au",0,4,0,2.5,-1.5,0,-1.5,8.4875,0.7,2.975,5.62,NA,0.745,NA,0.375,"GRASS","ANNUAL","GRASS"
"57","ARISTIDA PURPUREA","cdpt_drt.us",0,5,6,4.33333333333333,-0.666666666666667,6,-6.66666666666667,9.88,0.0735,6.53,6.520633333,1.315133333,0.3626,50.55346667,0.71,"GRASS","PERENNIAL","GRASS"
"58","ARISTIDA PURPUREA","jrnchi.us",2.6915114,0.6081433,1.0141988,0,-0.6081433,-1.6773126,1.0691693,9.88,0.0735,6.53,6.520633333,1.315133333,0.3626,50.55346667,0.71,"GRASS","PERENNIAL","GRASS"
"59","ARISTIDA STRICTA","sand.us",14,23.3333333333333,26.6666666666667,27,3.66666666666667,12.6666666666667,-9,11.1128167,1.18872,NA,6.79,0.1524,NA,NA,NA,"GRAMINOID","PERENNIAL","GRASS"
"60","ARMERIA MARITIMA","paike.ar",1,1,1,1,0,0,0,17,0.308106667,9.3,21.1502,0.254,0.2612175,57.875,0.221876923,"FORB","PERENNIAL","FORB"
"61","ARRHENATHERUM ELATIUS","rhijn.nl",11.8333333333333,6.33333333333333,8.33333333333333,20,13.6666666666667,-3.5,17.1666666666667,25.84,0.857,8.902914385,29.67,0.3556,0.119407807,190.1954961,0.304707692,"GRASS, Forb (Jena)","PERENNIAL","GRASS"
"62","ARTEMISIA ABSINTHIUM","kernb.ca",0.5,0,3,0,0,2.5,-2.5,22.1,0.802333333,NA,24.66323678,NA,NA,NA,NA,"FORB","PERENNIAL","FORB"
"63","ARTEMISIA CAMPESTRIS","kiskun.hu",5.25,2.25,7,3,0.75,1.75,-1,18.886,0.353,9.064339995,18.71203,1.22,0.366498,52.76693333,0.46,"FORB","PERENNIAL","FORB"
"64","ARTEMISIA INDICA","teshio.jp",0,4,0,25,21,0,21,23.07881,1.882,NA,16.29,NA,NA,NA,NA,"FORB","PERENNIAL","FORB"
"65","ARTEMISIA LUDOVICIANA","kernb.ca",1,12.5,1,3,-9.5,0,-9.5,19.24454545,0.597,11.63,16.4954108,0.2032,0.222016659,76.92231348,0.31821746,"FORB","PERENNIAL","FORB"
"66","ARTEMISIA LUDOVICIANA","brookdale.ca",12,9.1666666666,1.25,1.95,-7.2166666666,-10.75,3.5333333334,19.24454545,0.597,11.63,16.4954108,0.2032,0.222016659,76.92231348,0.31821746,"FORB","PERENNIAL","FORB"
"67","ARTEMISIA LUDOVICIANA","kernnu.ca",1,2,0.75,3,1,-0.25,1.25,19.24454545,0.597,11.63,16.4954108,0.2032,0.222016659,76.92231348,0.31821746,"FORB","PERENNIAL","FORB"
"68","ARTEMISIA LUDOVICIANA","konzadrt.us",1,1,2,1,0,1,-1,19.24454545,0.597,11.63,16.4954108,0.2032,0.222016659,76.92231348,0.31821746,"FORB","PERENNIAL","FORB"
"69","ARTEMISIA LUDOVICIANA","biddulph.ca",0,0.75,0,1,0.25,0,0.25,19.24454545,0.597,11.63,16.4954108,0.2032,0.222016659,76.92231348,0.31821746,"FORB","PERENNIAL","FORB"
"70","ARTEMISIA LUDOVICIANA","cedarsav.us",1.6,3,1,1,-2,-0.6,-1.4,19.24454545,0.597,11.63,16.4954108,0.2032,0.222016659,76.92231348,0.31821746,"FORB","PERENNIAL","FORB"
"71","ARTEMISIA VULGARIS","elvadrt.ee",0,1,1,0,-1,1,-2,44.63333333,1.439387862,NA,21.44697757,NA,0.103788328,270.1683965,0.241066667,"FORB","PERENNIAL","FORB"
"72","ASPERULA CYNANCHICA","allmendb.ch",0.25,0.25,0.25,0.25,0,0,0,15,0.284375,NA,27.91666667,0.93,NA,390.8625,NA,"FORB","PERENNIAL","FORB"
"73","ASPERULA CYNANCHICA","allmendo.ch",0.375,1.375,0.416666666666667,2.375,1,0.0416666666666667,0.958333333333333,15,0.284375,NA,27.91666667,0.93,NA,390.8625,NA,"FORB","PERENNIAL","FORB"
"74","ASPERULA GUNNII","falls.au",0.5,0.5,0.5,0,-0.5,0,-0.5,NA,0.432,NA,21.796842,NA,NA,NA,NA,"FORB","PERENNIAL","FORB"
"75","ASTRAGALUS FLEXUOSUS","kernnu.ca",0,0.5,0,0.833333333333333,0.333333333333333,0,0.333333333333333,NA,NA,NA,18.84541998,NA,NA,NA,NA,"FORB","PERENNIAL","LEGUME"
"76","ASTRAGALUS FLEXUOSUS","kernb.ca",0,2,0,4,2,0,2,NA,NA,NA,18.84541998,NA,NA,NA,NA,"FORB","PERENNIAL","LEGUME"
"77","ASTRAGALUS NUTTALLIANUS","capwhite.us",0,0.5,0.5,0.75,0.25,0.5,-0.25,NA,NA,NA,20.29476228,0.13,NA,9.530497,0.2,"LEGUME","ANNUAL","LEGUME"
"78","ASTREBLA LAPPACEA","milparinka.au",25,17.5,21,21,3.5,-4,7.5,16.2306281,0.65,NA,11.43619445,NA,NA,NA,0.25146667,"GRASS","PERENNIAL","GRASS"
"79","ASTREBLA PECTINATA","milparinka.au",19,25,21,21,-4,2,-6,NA,0.63,NA,11.341433,NA,NA,NA,NA,"GRASS","PERENNIAL","GRASS"
"80","AVENA BARBATA","naposta.ar",5,5,15,20,15,10,5,17,0.389,NA,25.674375,0.5,0.02363125,149,0.373688235,"GRASS","ANNUAL","GRASS"
"81","AVENA BARBATA","scruzl.us",41,30.6,5.47244596666667,1.2195122,-29.3804878,-35.5275540333333,6.14706623333333,17,0.389,NA,25.674375,0.5,0.02363125,149,0.373688235,"GRASS","ANNUAL","GRASS"
"82","AVENA BARBATA","scruzh.us",0.877193,2.173913,1.5998551,0,-2.173913,0.7226621,-2.8965751,17,0.389,NA,25.674375,0.5,0.02363125,149,0.373688235,"GRASS","ANNUAL","GRASS"
"83","AVENA BARBATA","scruzm.us",86.6924611,81.37091954,75.91367574,66.17974404,-15.1911755,-10.77878536,-4.41239014,17,0.389,NA,25.674375,0.5,0.02363125,149,0.373688235,"GRASS","ANNUAL","GRASS"
"84","AVENELLA FLEXUOSA","lygraold.no",1.33333333333333,3,3,25,22,1.66666666666667,20.3333333333333,NA,0.3309,NA,NA,0.75,NA,NA,NA,"GRASS","NULL","GRASS"
"85","AXONOPUS FISSIFOLIUS","yarradrt.au",5.475,5.4,4,0,-5.4,-1.475,-3.925,11.3,0.07836831,NA,16.32,NA,NA,NA,NA,"GRASS","NULL","GRASS"
"86","BAPTISIA ALBA","cedartrait.us",17.5,0,11.3333333333333,0,0,-6.16666666666667,6.16666666666667,38.8,0.566,NA,10.46479935,NA,0.143056646,146.141189,0.309371429,"FORB","PERENNIAL","LEGUME"
"87","BASSIA LANIFLORA","kiskun.hu",1.45,0.5525,0.125,0.0575,-0.495,-1.325,0.83,NA,0.25,NA,7.806666667,NA,NA,NA,NA,"FORB","ANNUAL","FORB"
"88","BLENNOSPORA DRUMMONDII","jilpanger.au",0.5,0.5,0.5,0.5,0,0,0,NA,0.06807094,NA,18.695174,NA,NA,NA,NA,"FORB","ANNUAL","FORB"
"89","BOUTELOUA ARISTIDOIDES","cerrillos.ar",0,2.505,12.815,36.565,34.06,12.815,21.245,15.9,0.04,NA,12.89,0.3,NA,103.65,NA,"GRASS","ANNUAL","GRASS"
"90","BOUTELOUA CURTIPENDULA","konzadrt.us",18,21.5,2,3.5,-18,-16,-2,8.7,0.427,8.84,14.60867,0.3048,0.19,94.40056667,0.032,"GRASS","PERENNIAL","GRASS"
"91","BOUTELOUA GRACILIS","nplatte.us",32.5,21,7.57142857142857,20.8,-0.199999999999999,-24.9285714285714,24.7285714285714,15.416,0.345,14.76,12.868115,0.135,0.447182567,118.8815333,0.192729167,"GRASS","PERENNIAL","GRASS"
"92","BOUTELOUA GRACILIS","cdpt_drt.us",11.6666666666667,10.6666666666667,15,12.8333333333333,2.16666666666667,3.33333333333333,-1.16666666666667,15.416,0.345,14.76,12.868115,0.135,0.447182567,118.8815333,0.192729167,"GRASS","PERENNIAL","GRASS"
"93","BOUTELOUA GRACILIS","mattheis.ca",15.4,18,25,26,8,9.6,-1.6,15.416,0.345,14.76,12.868115,0.135,0.447182567,118.8815333,0.192729167,"GRASS","PERENNIAL","GRASS"
"94","BOUTELOUA GRACILIS","cedartrait.us",2,1.5,0,8,6.5,-2,8.5,15.416,0.345,14.76,12.868115,0.135,0.447182567,118.8815333,0.192729167,"GRASS","PERENNIAL","GRASS"
"95","BRACHIARIA SERRATA","ukulingadrt.za",25,0,4,0,0,-21,21,12.4209428,NA,NA,28.49,NA,NA,NA,NA,"GRASS","PERENNIAL","GRASS"
"96","BRACHYPODIUM DISTACHYON","scruzm.us",2.3809524,1.95238095,1.0416667,1.8348624,-0.11751855,-1.3392857,1.22176715,21.9,0.1005,NA,30.85889908,0.5,NA,NA,NA,"FORB","ANNUAL","GRASS"
"97","BRACHYPODIUM DISTACHYON","scruzh.us",39.4736842,1.4084507,0,2.4691358,1.0606851,-39.4736842,40.5343693,21.9,0.1005,NA,30.85889908,0.5,NA,NA,NA,"FORB","ANNUAL","GRASS"
"98","BRACHYPODIUM PINNATUM","allmendb.ch",12,9.75,18.5833333333333,13,3.25,6.58333333333333,-3.33333333333333,18.10766667,0.540866667,7.10106212,23.9927357,0.1,0.186379697,207.6695041,0.22129993,"GRASS","PERENNIAL","GRASS"
"99","BRACHYPODIUM PINNATUM","allmendo.ch",6.25,5.83333333333333,3.58333333333333,6.08333333333333,0.25,-2.66666666666667,2.91666666666667,18.10766667,0.540866667,7.10106212,23.9927357,0.1,0.186379697,207.6695041,0.22129993,"GRASS","PERENNIAL","GRASS"
"100","BRACHYPODIUM RETUSUM","ebro.es",0.85085,0,0.863067333,0,0,0.0122173330000001,-0.0122173330000001,7.1,0.4,NA,12.40924826,NA,NA,NA,NA,"GRASS","PERENNIAL","GRASS"
"101","BRACHYSCOME DECIPIENS","falls.au",0.666666666666667,0,0.5,0,0,-0.166666666666667,0.166666666666667,NA,0.2,NA,15.221818,NA,NA,NA,NA,"FORB","PERENNIAL","FORB"
"102","BRACHYSCOME PERPUSILLA","jilpanger.au",0.6,0.5,0.5,0,-0.5,-0.1,-0.4,NA,0.07311427,NA,39.649227,NA,NA,NA,NA,"FORB","ANNUAL","FORB"
"103","BRIZA MAXIMA","scruzm.us",6.44743045,9.40757406666667,2.45535715,3.6697248,-5.73784926666667,-3.9920733,-1.74577596666667,10.2,0.6096,NA,NA,0.254,NA,120.3,0.57,"FORB","ANNUAL","GRASS"
"104","BRIZA MAXIMA","scruzh.us",7.50628706,18.0385227,26.74486566,39.30012252,21.26159982,19.2385786,2.02302122,10.2,0.6096,NA,NA,0.254,NA,120.3,0.57,"FORB","ANNUAL","GRASS"
"105","BRIZA MEDIA","allmendb.ch",3.33333333333333,4.16666666666667,2.5,2.5,-1.66666666666667,-0.833333333333333,-0.833333333333333,19.10016667,0.41946,2.042559524,20.92775774,0.52,0.179667951,288.6987236,0.171363333,"GRASS","PERENNIAL, Annual (Jilpanger)","GRASS"
"106","BRIZA MEDIA","allmendo.ch",1.66666666666667,2.66666666666667,1.83333333333333,2.41666666666667,-0.25,0.166666666666667,-0.416666666666667,19.10016667,0.41946,2.042559524,20.92775774,0.52,0.179667951,288.6987236,0.171363333,"GRASS","PERENNIAL, Annual (Jilpanger)","GRASS"
"107","BRIZA MEDIA","elvadrt.ee",21.6666666666667,23.3333333333333,23.3333333333333,25,1.66666666666667,1.66666666666666,3.5527136788005e-15,19.10016667,0.41946,2.042559524,20.92775774,0.52,0.179667951,288.6987236,0.171363333,"GRASS","PERENNIAL, Annual (Jilpanger)","GRASS"
"108","BROMUS CATHARTICUS","marcdrt.ar",10.3333333333333,1.66666666666667,9.75,15,13.3333333333333,-0.583333333333334,13.9166666666667,39.6088,0.9572,4.9,35,0.3048,0.079079135,129.3385704,0.30525,"GRASS","NULL","GRASS"
"109","BROMUS CATHARTICUS","naposta.ar",13.3333333333333,16.6666666666667,15,0,-16.6666666666667,1.66666666666667,-18.3333333333333,39.6088,0.9572,4.9,35,0.3048,0.079079135,129.3385704,0.30525,"GRASS","NULL","GRASS"
"110","BROMUS DIANDRUS","scruzl.us",36.2,55.6,11.6161616,1.2195122,-54.3804878,-24.5838384,-29.7966494,19.4,0.99,NA,39,NA,NA,238.8,NA,"GRASS","ANNUAL","GRASS"
"111","BROMUS DIANDRUS","scruzm.us",6.35743175,1.5048119,2.25851305,2.1978022,0.6929903,-4.0989187,4.791909,19.4,0.99,NA,39,NA,NA,238.8,NA,"GRASS","ANNUAL","GRASS"
"112","BROMUS ERECTUS","allmendo.ch",17.25,16.5,22.8333333333333,15.6666666666667,-0.833333333333334,5.58333333333333,-6.41666666666667,18.81892435,0.717333333,7.243150315,21.09580137,0.894,0.174709631,157.1212818,0.273789089,"GRASS","PERENNIAL","GRASS"
"113","BROMUS ERECTUS","allmendb.ch",18,26.25,17.25,22.0833333333333,-4.16666666666667,-0.75,-3.41666666666667,18.81892435,0.717333333,7.243150315,21.09580137,0.894,0.174709631,157.1212818,0.273789089,"GRASS","PERENNIAL","GRASS"
"114","BROMUS HORDEACEUS","scruzl.us",3,3,1.0204082,0,-3,-1.9795918,-1.0204082,25.57289667,0.6899,10.2,27.25455017,0.254,0.137083333,471.2364007,0.2,"GRASS","ANNUAL","GRASS"
"115","BROMUS HORDEACEUS","baddrt.de",0,0.55,0.55,0.01,-0.54,0.55,-1.09,25.57289667,0.6899,10.2,27.25455017,0.254,0.137083333,471.2364007,0.2,"GRASS","ANNUAL","GRASS"
"116","BROMUS HORDEACEUS","scruzh.us",0,1.4084507,2.6345738,2.76928305,1.36083235,2.6345738,-1.27374145,25.57289667,0.6899,10.2,27.25455017,0.254,0.137083333,471.2364007,0.2,"GRASS","ANNUAL","GRASS"
"117","BROMUS INERMIS","brookdale.ca",9.6666666666,11.25,3.1,3.65,-7.6,-6.5666666666,-1.0333333334,21.49936399,0.81,17.20145333,17.7899321,0.3048,0.268601793,108.7724975,0.281416667,"GRASS","PERENNIAL","GRASS"
"118","BROMUS JAPONICUS","cdpt_drt.us",5.5,1,2,4,3,-3.5,6.5,20.898,0.424044444,NA,19.31803729,1.5,NA,NA,0.54,"GRASS","ANNUAL","GRASS"
"119","BROMUS JAPONICUS","oreac.us",15.7,58.5,3,13.1,-45.4,-12.7,-32.7,20.898,0.424044444,NA,19.31803729,1.5,NA,NA,0.54,"GRASS","ANNUAL","GRASS"
"120","BROMUS JAPONICUS","oreaa.us",0.625,2.25,0.5,0.5,-1.75,-0.125,-1.625,20.898,0.424044444,NA,19.31803729,1.5,NA,NA,0.54,"GRASS","ANNUAL","GRASS"
"121","BROMUS RUBENS","nnss.us",0.319339488888889,0.4770241,2.98615225,0.48253192,0.00550782,2.66681276111111,-2.66130494111111,28.7686987,0.39624,NA,18.713372,0.2032,NA,NA,NA,"GRASS","ANNUAL","GRASS"
"122","BROMUS RUBENS","gmmolar.us",0.866666666666667,0.85,1.28571428571429,1.42857142857143,0.578571428571429,0.419047619047619,0.15952380952381,28.7686987,0.39624,NA,18.713372,0.2032,NA,NA,NA,"GRASS","ANNUAL","GRASS"
